Item,Condition,Expectancy,Particle,Context,Start sentence,R-Expression,Particle used,Original particle,unexpected  and unfair,list,generation,model,temperature,seed
2,5,medium,EW,"Eva und Richard sind schon seit mehreren Jahren nicht mehr zusammen. Eva hat inzwischen einen neuen Freund, Paul, und auch Richard ist schon länger wieder in einer Beziehung. ",Ausgerechnet heute,heute ,ausgerechnet,ausgerechnet,unexpected,6,Ausgerechnet heute begegnen sie sich zufällig in der Stadt.,gpt-5.2-chat-latest,1.0,2
2,6,medium,OH,"Eva und Richard sind schon seit mehreren Jahren nicht mehr zusammen. Eva hat inzwischen einen neuen Freund, Paul, und auch Richard ist schon länger wieder in einer Beziehung. ",Heute,heute ,ohne,ohne,unexpected,1,Heute haben sie kaum noch Kontakt.,gpt-5.2-chat-latest,1.0,2
3,1,high,RA,"Tim liebt seinen neuen Volvo. Jeden Sonntag steht er extra früh auf, um sein Auto noch vor der neuen Arbeitswoche zu waschen. ",Nur Tims Volvo,Tims Volvo,nur,nur,unexpected  and unfair,3,Nur Tims Volvo bekommt diese besondere Pflege.,gpt-5.2-chat-latest,1.0,2
3,2,high,EW,"Tim liebt seinen neuen Volvo. Jeden Sonntag steht er extra früh auf, um sein Auto noch vor der neuen Arbeitswoche zu waschen. ",Ausgerechnet Tims Volvo,Tims Volvo,ausgerechnet,ausgerechnet,unexpected  and unfair,4,Ausgerechnet Tims Volvo blieb an diesem Sonntag voller Vogelkot stehen.,gpt-5.2-chat-latest,1.0,2
3,3,high,OH,"Tim liebt seinen neuen Volvo. Jeden Sonntag steht er extra früh auf, um sein Auto noch vor der neuen Arbeitswoche zu waschen. ",Tims Volvo,Tims Volvo,ohne,ohne,unexpected  and unfair,5,Tims Volvo ist ihm sehr wichtig.,gpt-5.2-chat-latest,1.0,2
3,4,medium,RA,"Tim hat einen neuen Volvo gekauft, weil der Kia, den er davor hatte, nicht genug Platz hatte für seine vier Kinder. ",Nur Tims Volvo,Tims Volvo,nur,nur,unexpected  and unfair,6,bietet genug Platz für seine vier Kinder.,gpt-5.2-chat-latest,1.0,2
3,5,medium,EW,"Tim hat einen neuen Volvo gekauft, weil der Kia, den er davor hatte, nicht genug Platz hatte für seine vier Kinder. ",Ausgerechnet Tims Volvo,Tims Volvo,ausgerechnet,ausgerechnet,unexpected  and unfair,1,Ausgerechnet Tims Volvo ging kurz darauf kaputt.,gpt-5.2-chat-latest,1.0,2
3,6,medium,OH,"Tim hat einen neuen Volvo gekauft, weil der Kia, den er davor hatte, nicht genug Platz hatte für seine vier Kinder. ",Tims Volvo ,Tims Volvo,ohne,ohne,unexpected  and unfair,2,bietet genug Platz für seine vier Kinder.,gpt-5.2-chat-latest,1.0,2
4,1,high,RA,Chefarzt Neugebauer arbeitet seit 1980 als Herzchirurg im Krankenhaus von Mannheim. Durch seine jahrelange Erfahrung ist er sehr beliebt unter Kollegen und Patienten. Gestern kam die Ethik-Kommission zur jährlichen Kontrolle vorbei.,Nur Chefarzt Neugebauer,Chefarzt Neugebauer,nur,nur,unexpected,4,Nur Chefarzt Neugebauer stand der Ethik-Kommission ausführlich Rede und Antwort.,gpt-5.2-chat-latest,1.0,2
4,2,high,EW,Chefarzt Neugebauer arbeitet seit 1980 als Herzchirurg im Krankenhaus von Mannheim. Durch seine jahrelange Erfahrung ist er sehr beliebt unter Kollegen und Patienten. Gestern kam die Ethik-Kommission zur jährlichen Kontrolle vorbei.,Gerade Chefarzt Neugebauer,Chefarzt Neugebauer,gerade,gerade,unexpected,5,Gerade Chefarzt Neugebauer stand dabei besonders im Fokus der Prüfer.,gpt-5.2-chat-latest,1.0,2
4,3,high,OH,Chefarzt Neugebauer arbeitet seit 1980 als Herzchirurg im Krankenhaus von Mannheim. Durch seine jahrelange Erfahrung ist er sehr beliebt unter Kollegen und Patienten. Gestern kam die Ethik-Kommission zur jährlichen Kontrolle vorbei.,Chefarzt Neugebauer,Chefarzt Neugebauer,ohne,ohne ,unexpected,6,Chefarzt Neugebauer ist für seine große Erfahrung und Beliebtheit bekannt.,gpt-5.2-chat-latest,1.0,2
4,4,medium,RA,Chefarzt Neugebauer arbeitet seit 1980 als Herzchirurg im Krankenhaus von Mannheim. Gestern kam die Ethik-Kommission zur jährlichen Kontrolle vorbei.,Nur Chefarzt Neugebauer,Chefarzt Neugebauer,nur,nur,unexpected,1,nahm an dem Termin teil.,gpt-5.2-chat-latest,1.0,2
4,5,medium,EW,Chefarzt Neugebauer arbeitet seit 1980 als Herzchirurg im Krankenhaus von Mannheim. Gestern kam die Ethik-Kommission zur jährlichen Kontrolle vorbei.,Gerade Chefarzt Neugebauer,Chefarzt Neugebauer,gerade,gerade,unexpected,2,stand dabei besonders im Fokus der Prüfer.,gpt-5.2-chat-latest,1.0,2
4,6,medium,OH,Chefarzt Neugebauer arbeitet seit 1980 als Herzchirurg im Krankenhaus von Mannheim. Gestern kam die Ethik-Kommission zur jährlichen Kontrolle vorbei.,Chefarzt Neugebauer,Chefarzt Neugebauer,ohne,ohne ,unexpected,3,arbeitet seit 1980 als Herzchirurg im Mannheimer Krankenhaus.,gpt-5.2-chat-latest,1.0,2
5,1,high,RA,"Vor allem Hartz-IV-Empfänger leiden stark unter der Inflation und den extrem steigenden Nebenkosten. Das Bundesministerium hat angekündigt, der Bevölkerung entgegenkommen zu wollen. Eine der Maßnahmen ist das 9-Euro-Ticket, womit jeder für 9 Euro einen Monat lang durch ganz Deutschland mit dem Zug fahren kann. Die Hartz-IV-Empfänger freuen sich sehr über diese Entscheidung.",Lediglich Harz-IV-Empfänger,Harz-IV-Empfänger,lediglich,lediglich,unexpected,5,Lediglich Harz-IV-Empfänger profitieren in besonderem Maße von dieser Entlastung.,gpt-5.2-chat-latest,1.0,2
5,2,high,EW,"Vor allem Hartz-IV-Empfänger leiden stark unter der Inflation und den extrem steigenden Nebenkosten. Das Bundesministerium hat angekündigt, der Bevölkerung entgegenkommen zu wollen. Eine der Maßnahmen ist das 9-Euro-Ticket, womit jeder für 9 Euro einen Monat lang durch ganz Deutschland mit dem Zug fahren kann. Die Hartz-IV-Empfänger freuen sich sehr über diese Entscheidung.",Ausgerechnet Harz-IV-Empfänger,Harz-IV-Empfänger,ausgerechnet,ausgerechnet,unexpected,6,profitieren besonders von dem günstigen Ticket.,gpt-5.2-chat-latest,1.0,2
5,3,high,OH,"Vor allem Hartz-IV-Empfänger leiden stark unter der Inflation und den extrem steigenden Nebenkosten. Das Bundesministerium hat angekündigt, der Bevölkerung entgegenkommen zu wollen. Eine der Maßnahmen ist das 9-Euro-Ticket, womit jeder für 9 Euro einen Monat lang durch ganz Deutschland mit dem Zug fahren kann. Die Hartz-IV-Empfänger freuen sich sehr über diese Entscheidung.",Harz-IV-Empfänger,Harz-IV-Empfänger,ohne,ohne,unexpected,1,Harz-IV-Empfänger profitieren besonders von dieser finanziellen Entlastung im Alltag.,gpt-5.2-chat-latest,1.0,2
5,4,medium,RA,"Das Bundesministerium hat ein 9-Euro-Ticket eingeführt, womit jeder für 9 Euro einen Monat lang mit dem Zug durch ganz Deutschland fahren kann.",Lediglich Harz-IV-Empfänger,Harz-IV-Empfänger,lediglich,lediglich,unexpected,2,"profitieren davon besonders, da Mobilität günstiger wird.",gpt-5.2-chat-latest,1.0,2
5,5,medium,EW,"Das Bundesministerium hat ein 9-Euro-Ticket eingeführt, womit jeder für 9 Euro einen Monat lang mit dem Zug durch ganz Deutschland fahren kann.",Ausgerechnet Harz-IV-Empfänger,Harz-IV-Empfänger,ausgerechnet,ausgerechnet,unexpected,3,profitieren besonders von diesem günstigen Angebot.,gpt-5.2-chat-latest,1.0,2
5,6,medium,OH,"Das Bundesministerium hat ein 9-Euro-Ticket eingeführt, womit jeder für 9 Euro einen Monat lang mit dem Zug durch ganz Deutschland fahren kann.",Harz-IV-Empfänger,Harz-IV-Empfänger,ohne,ohne,unexpected,4,"Harz-IV-Empfänger profitieren davon besonders, da sie günstig mobil sein können.",gpt-5.2-chat-latest,1.0,2
6,1,high,RA,"Nadja hat einen guten Job und hat ein gutes Gehalt. Sie kann jeden Monat sparen und zusätzlich feiern gehen. Nächste Woche hat sie einen Termin bei ihrer Bank, um eine Hypothek für ihr Traumhaus anzufragen.  ",Auch Nadja,Nadja,auch,auch,unexpected,6,Auch Nadja möchte sich den Traum vom eigenen Haus erfüllen.,gpt-5.2-chat-latest,1.0,2
6,2,high,EW,"Nadja hat einen guten Job und hat ein gutes Gehalt. Sie kann jeden Monat sparen und zusätzlich feiern gehen. Nächste Woche hat sie einen Termin bei ihrer Bank, um eine Hypothek für ihr Traumhaus anzufragen.  ",Ausgerechnet Nadja,Nadja,ausgerechnet,ausgerechnet,unexpected,1,Ausgerechnet Nadja kann sich nun den Traum vom eigenen Haus erfüllen.,gpt-5.2-chat-latest,1.0,2
6,3,high,OH,"Nadja hat einen guten Job und hat ein gutes Gehalt. Sie kann jeden Monat sparen und zusätzlich feiern gehen. Nächste Woche hat sie einen Termin bei ihrer Bank, um eine Hypothek für ihr Traumhaus anzufragen.  ",Nadja,Nadja,ohne,ohne ,unexpected,2,Nadja möchte sich den Traum vom eigenen Haus erfüllen.,gpt-5.2-chat-latest,1.0,2
6,4,medium,RA,"Nadja hat einen stabilen Job. Ihre Rechnungen werden zeitnah beglichen und insofern kann sie sich nicht beschweren. Nächste Woche hat sie einen Termin bei ihrer Bank, um eine Hypothek für ihr Traumhaus anzufragen.",Auch Nadja,Nadja,auch,auch,unexpected,3,Auch Nadja blickt optimistisch in die Zukunft.,gpt-5.2-chat-latest,1.0,2
6,5,medium,EW,"Nadja hat einen stabilen Job. Ihre Rechnungen werden zeitnah beglichen und insofern kann sie sich nicht beschweren. Nächste Woche hat sie einen Termin bei ihrer Bank, um eine Hypothek für ihr Traumhaus anzufragen.  ",Ausgerechnet Nadja,Nadja,ausgerechnet,ausgerechnet,unexpected,4,"Ausgerechnet Nadja hat nun Angst, dass die Bank ihren Antrag ablehnen könnte.",gpt-5.2-chat-latest,1.0,2
6,6,medium,OH,"Nadja hat einen stabilen Job. Ihre Rechnungen werden zeitnah beglichen und insofern kann sie sich nicht beschweren. Nächste Woche hat sie einen Termin bei ihrer Bank, um eine Hypothek für ihr Traumhaus anzufragen.  ",Nadja,Nadja,ohne,ohne ,unexpected,5,Nadja fühlt sich finanziell gut aufgestellt und geht zuversichtlich in den Banktermin.,gpt-5.2-chat-latest,1.0,2
7,1,high,RA,Erhard wird heute viel zu spät bei der Arbeit erscheinen. Er hat verschlafen und keine Zeit gehabt zu frühstücken. Außerdem regnet es draußen. Erhard rennt schnell zu seinem Auto.,Sogar heute,heute ,sogar,sogar,unexpected and unfair,1,Sogar heute kommt er nicht pünktlich ins Büro.,gpt-5.2-chat-latest,1.0,2
7,2,high,EW,Erhard wird heute viel zu spät bei der Arbeit erscheinen. Er hat verschlafen und keine Zeit gehabt zu frühstücken. Außerdem regnet es draußen. Erhard rennt schnell zu seinem Auto.,Eben heute,heute ,eben,eben,unexpected  and unfair,2,Eben heute muss alles schiefgehen.,gpt-5.2-chat-latest,1.0,2
7,3,high,OH,Erhard wird heute viel zu spät bei der Arbeit erscheinen. Er hat verschlafen und keine Zeit gehabt zu frühstücken. Außerdem regnet es draußen. Erhard rennt schnell zu seinem Auto.,Heute,heute ,ohne,ohne,unexpected and unfair,3,Heute kommt er völlig durchnässt und verspätet im Büro an.,gpt-5.2-chat-latest,1.0,2
7,4,medium,RA,"Erhard hat gerade ein Bauernfrühstück verzehrt und schaut, bevor er zur Arbeit fährt, noch kurz die Tagesschau. Dann wird er seine Jacke anziehen und zum Auto laufen.",Sogar heute,heute ,sogar,sogar,unexpected,4,nimmt er sich noch kurz Zeit für die Nachrichten.,gpt-5.2-chat-latest,1.0,2
7,5,medium,EW,"Erhard hat gerade ein Bauernfrühstück verzehrt und schaut, bevor er zur Arbeit fährt, noch kurz die Tagesschau. Dann wird er seine Jacke anziehen und zum Auto laufen.",Eben heute,heute ,eben,eben,unexpected,5,Eben heute Morgen ist es besonders kalt.,gpt-5.2-chat-latest,1.0,2
7,6,medium,OH,"Erhard hat gerade ein Bauernfrühstück verzehrt und schaut, bevor er zur Arbeit fährt, noch kurz die Tagesschau. Dann wird er seine Jacke anziehen und zum Auto laufen.",Heute,heute ,ohne,ohne,unexpected,6,Heute fährt er gut gestärkt zur Arbeit.,gpt-5.2-chat-latest,1.0,2
8,1,high,RA,Moritz ist gelernter Waffenmechaniker und Sportschütze. Er hat einen absolut sicheren Umgang mit Waffen. Heute wird bei der Arbeit eine Schießübung gemacht.,Auch Moritz,Moritz,auch ,auch,unexpected,2,Auch Moritz nimmt an der Schießübung teil.,gpt-5.2-chat-latest,1.0,2
8,2,high,EW,Moritz ist gelernter Waffenmechaniker und Sportschütze. Er hat einen absolut sicheren Umgang mit Waffen. Heute wird bei der Arbeit eine Schießübung gemacht.,Ausgerechnet Moritz,Moritz,ausgerechnet,ausgerechnet,unexpected,3,Ausgerechnet Moritz gerät heute ins Lampenfieber.,gpt-5.2-chat-latest,1.0,2
8,3,high,OH,Moritz ist gelernter Waffenmechaniker und Sportschütze. Er hat einen absolut sicheren Umgang mit Waffen. Heute wird bei der Arbeit eine Schießübung gemacht.,Moritz ,Moritz,ohne,ohne ,unexpected,4,Moritz nimmt an der Schießübung teil und beachtet dabei alle Sicherheitsregeln.,gpt-5.2-chat-latest,1.0,2
8,4,medium,RA,Moritz arbeitet schon längere Zeit bei der Polizei und übt gelegentlich mit Waffen. Heute wird bei der Arbeit eine Schießübung gemacht. ,Auch Moritz,Moritz,auch ,auch,unexpected,5,nimmt an der Schießübung teil.,gpt-5.2-chat-latest,1.0,2
8,5,medium,EW,Moritz arbeitet schon längere Zeit bei der Polizei und übt gelegentlich mit Waffen. Heute wird bei der Arbeit eine Schießübung gemacht. ,Ausgerechnet Moritz,Moritz,ausgerechnet,ausgerechnet,unexpected,6,Ausgerechnet Moritz ist heute besonders nervös.,gpt-5.2-chat-latest,1.0,2
8,6,medium,OH,Moritz arbeitet schon längere Zeit bei der Polizei und übt gelegentlich mit Waffen. Heute wird bei der Arbeit eine Schießübung gemacht. ,Moritz ,Moritz,ohne,ohne ,unexpected,1,Moritz nimmt an der Schießübung teil.,gpt-5.2-chat-latest,1.0,2
9,1,high,RA,"Anna fliegt an Weihnachten nach Kuba. Sie hat bereits alles für den Urlaub erledigt und freut sich, dem Winter entfliehen zu können. ",Sogar einen Tag vor dem Abflug,einen Tag vor dem Abflug,sogar,sogar,unfair,3,Sogar einen Tag vor dem Abflug kontrolliert sie noch einmal ihre Reisedokumente und den Koffer.,gpt-5.2-chat-latest,1.0,2
9,2,high,EW,"Anna fliegt an Weihnachten nach Kuba. Sie hat bereits alles für den Urlaub erledigt und freut sich, dem Winter entfliehen zu können. ",Ausgerechnet einen Tag vor dem Abflug,einen Tag vor dem Abflug,ausgerechnet,ausgerechnet,unfair,4,Ausgerechnet einen Tag vor dem Abflug wird sie krank und muss zum Arzt.,gpt-5.2-chat-latest,1.0,2
9,3,high,OH,"Anna fliegt an Weihnachten nach Kuba. Sie hat bereits alles für den Urlaub erledigt und freut sich, dem Winter entfliehen zu können. ",Einen Tag vor dem Abflug,einen Tag vor dem Abflug,ohne,ohne ,unfair,5,packt sie ihre Koffer und überprüft noch einmal ihre Reisedokumente.,gpt-5.2-chat-latest,1.0,2
9,4,medium,RA,Anna fliegt an Weihnachten nach Kuba. Ihr Flug ist am Morgen für 6:15 Uhr angesagt. ,Sogar einen Tag vor dem Abflug,einen Tag vor dem Abflug,sogar,sogar,unexpected,6,Sogar einen Tag vor dem Abflug hat sie bereits ihren Koffer gepackt.,gpt-5.2-chat-latest,1.0,2
9,5,medium,EW,Anna fliegt an Weihnachten nach Kuba. Ihr Flug ist am Morgen für 6:15 Uhr angesagt. ,Ausgerechnet einen Tag vor dem Abflug,einen Tag vor dem Abflug,ausgerechnet,ausgerechnet,unexpected,1,Ausgerechnet einen Tag vor dem Abflug wird Anna krank.,gpt-5.2-chat-latest,1.0,2
9,6,medium,OH,Anna fliegt an Weihnachten nach Kuba. Ihr Flug ist am Morgen für 6:15 Uhr angesagt. ,Einen Tag vor dem Abflug,einen Tag vor dem Abflug,ohne,ohne ,unexpected,2,Einen Tag vor dem Abflug packt sie ihre Koffer und checkt online ein.,gpt-5.2-chat-latest,1.0,2
10,1,high,RA,"Nina arbeitet schon 20 Jahre in der gleichen Firma. Sie liefert täglich eine Topleistung ab. Die Firma hat angekündigt, einige Mitarbeiter entlassen zu müssen.",Auch Nina,Nina ,auch,auch,unexpected and unfair,4,Auch Nina muss um ihren Arbeitsplatz bangen.,gpt-5.2-chat-latest,1.0,2
10,2,high,EW,"Nina arbeitet schon 20 Jahre in der gleichen Firma. Sie liefert täglich eine Topleistung ab. Die Firma hat angekündigt, einige Mitarbeiter entlassen zu müssen.",Ausgerechnet Nina,Nina ,ausgerechnet,ausgerechnet,unexpected and unfair,5,Ausgerechnet Nina soll nun entlassen werden.,gpt-5.2-chat-latest,1.0,2
10,3,high,OH,"Nina arbeitet schon 20 Jahre in der gleichen Firma. Sie liefert täglich eine Topleistung ab. Die Firma hat angekündigt, einige Mitarbeiter entlassen zu müssen.",Nina,Nina ,ohne,ohne,unexpected and unfair,6,"Nina macht sich Sorgen, ob sie von den Entlassungen betroffen sein wird.",gpt-5.2-chat-latest,1.0,2
10,4,medium,RA,"Nina arbeitet zusammen mit 30 anderen Kundenservicemitarbeitern für eine große Telefonie-Firma. Die Firma hat angekündigt, einige Mitarbeiter entlassen zu müssen. ",Auch Nina,Nina ,auch,auch,unexpected and unfair,1,Auch Nina muss nun um ihren Arbeitsplatz bangen.,gpt-5.2-chat-latest,1.0,2
10,5,medium,EW,"Nina arbeitet zusammen mit 30 anderen Kundenservicemitarbeitern für eine große Telefonie-Firma. Die Firma hat angekündigt, einige Mitarbeiter entlassen zu müssen. ",Ausgerechnet Nina,Nina ,ausgerechnet,ausgerechnet,unexpected and unfair,2,Ausgerechnet Nina soll nun entlassen werden.,gpt-5.2-chat-latest,1.0,2
10,6,medium,OH,"Nina arbeitet zusammen mit 30 anderen Kundenservicemitarbeitern für eine große Telefonie-Firma. Die Firma hat angekündigt, einige Mitarbeiter entlassen zu müssen. ",Nina,Nina ,ohne,ohne,unexpected and unfair,3,Nina macht sich Sorgen um ihren Arbeitsplatz.,gpt-5.2-chat-latest,1.0,2
11,1,high,RA,Julia fährt jeden Morgen mit dem Fahrrad zur Arbeit. Am Dienstag hatte sie eine wichtige Besprechung mit einer potenziellen neuen Kundin.,Erst dann,dann,erst,erst,unexpected,5,"Erst dann merkte sie, wie wichtig diese Besprechung wirklich war.",gpt-5.2-chat-latest,1.0,2
11,2,high,EW,Julia fährt jeden Morgen mit dem Fahrrad zur Arbeit. Am Dienstag hatte sie eine wichtige Besprechung mit einer potenziellen neuen Kundin.,Gerade dann,dann,gerade,gerade,unexpected,6,Gerade dann begann es in Strömen zu regnen.,gpt-5.2-chat-latest,1.0,2
11,3,high,OH,Julia fährt jeden Morgen mit dem Fahrrad zur Arbeit. Am Dienstag hatte sie eine wichtige Besprechung mit einer potenziellen neuen Kundin.,Dann,dann,ohne,ohne ,unexpected,1,Dann machte sie sich besonders früh auf den Weg.,gpt-5.2-chat-latest,1.0,2
11,4,medium,RA,Julia fährt jeden Morgen mit dem Fahrrad zur Arbeit. Am Dienstag hatte sie eine Besprechung mit einer Kollegin. ,Erst dann,dann,erst,erst,unexpected,2,fuhr sie wie gewohnt mit dem Fahrrad los.,gpt-5.2-chat-latest,1.0,2
11,5,medium,EW,Julia fährt jeden Morgen mit dem Fahrrad zur Arbeit. Am Dienstag hatte sie eine Besprechung mit einer Kollegin. ,Gerade dann,dann,gerade,gerade,unexpected,3,Gerade dann begann es heftig zu regnen.,gpt-5.2-chat-latest,1.0,2
11,6,medium,OH,Julia fährt jeden Morgen mit dem Fahrrad zur Arbeit. Am Dienstag hatte sie eine Besprechung mit einer Kollegin. ,Dann,dann,ohne,ohne ,unexpected,4,traf sie sich mit ihrer Kollegin im Büro.,gpt-5.2-chat-latest,1.0,2
12,1,high,RA,"Lisa hat eine chronische Krankheit, die ihre Leistungsfähigkeit bei der Arbeit stark beeinträchtigt. Ihr Arbeitgeber hat sie nun zum Evaluationsgespräch eingeladen.",Auch Lisa,Lisa,auch,auch,unexpected,6,"Auch Lisa hofft, dass im Gespräch gemeinsam Lösungen gefunden werden, um ihre Arbeitssituation zu verbessern.",gpt-5.2-chat-latest,1.0,2
12,2,high,EW,"Lisa hat eine chronische Krankheit, die ihre Leistungsfähigkeit bei der Arbeit stark beeinträchtigt. Ihr Arbeitgeber hat sie nun zum Evaluationsgespräch eingeladen.",Ausgerechnet Lisa,Lisa,ausgerechnet,ausgerechnet,unexpected,1,Ausgerechnet Lisa fühlt sich nun unter Druck gesetzt und sorgt sich um ihre berufliche Zukunft.,gpt-5.2-chat-latest,1.0,2
12,3,high,OH,"Lisa hat eine chronische Krankheit, die ihre Leistungsfähigkeit bei der Arbeit stark beeinträchtigt. Ihr Arbeitgeber hat sie nun zum Evaluationsgespräch eingeladen.",Lisa,Lisa,ohne,ohne,unexpected,2,Lisa sollte sich gut vorbereiten und offen über ihre gesundheitliche Situation sowie mögliche Unterstützungsmaßnahmen sprechen.,gpt-5.2-chat-latest,1.0,2
12,4,medium,RA,"Lisa hat eine chronische Krankheit, die ihre Leistungsfähigkeit bei der Arbeit aber nicht beeinträchtigt. Morgen hat sie das jährliche Evaluationsgespräch mit ihrem Arbeitgeber.",Auch Lisa,Lisa,auch,auch,unexpected,3,"Auch Lisa fragt sich, ob sie ihre Krankheit im Gespräch erwähnen soll.",gpt-5.2-chat-latest,1.0,2
12,5,medium,EW,"Lisa hat eine chronische Krankheit, die ihre Leistungsfähigkeit bei der Arbeit aber nicht beeinträchtigt. Morgen hat sie das jährliche Evaluationsgespräch mit ihrem Arbeitgeber.",Ausgerechnet Lisa,Lisa,ausgerechnet,ausgerechnet,unexpected,4,"Ausgerechnet Lisa macht sich unnötige Sorgen vor dem Gespräch, obwohl ihre Arbeit stets sehr gut bewertet wurde.",gpt-5.2-chat-latest,1.0,2
12,6,medium,OH,"Lisa hat eine chronische Krankheit, die ihre Leistungsfähigkeit bei der Arbeit aber nicht beeinträchtigt. Morgen hat sie das jährliche Evaluationsgespräch mit ihrem Arbeitgeber.",Lisa,Lisa,ohne,ohne,unexpected,5,Lisa bereitet sich sorgfältig auf das Gespräch vor und ist zuversichtlich.,gpt-5.2-chat-latest,1.0,2
13,1,high,RA,"Weltweit herrscht seit 2 Jahren eine furchtbare Pandemie. Holland hat im Vergleich zu anderen europäischen Ländern wenige Maßnahmen getroffen, um die Pandemie zu bekämpfen. ",Nur Holland,Holland ,nur,nur,unexpected,1,Nur Holland ging dabei einen vergleichsweise lockeren Sonderweg.,gpt-5.2-chat-latest,1.0,2
13,2,high,EW,"Weltweit herrscht seit 2 Jahren eine furchtbare Pandemie. Holland hat im Vergleich zu anderen europäischen Ländern wenige Maßnahmen getroffen, um die Pandemie zu bekämpfen. ",Ausgerechnet Holland,Holland ,ausgerechnet,ausgerechnet,unexpected,2,Ausgerechnet Holland setzte dabei lange auf einen vergleichsweise lockeren Kurs.,gpt-5.2-chat-latest,1.0,2
13,3,high,OH,"Weltweit herrscht seit 2 Jahren eine furchtbare Pandemie. Holland hat im Vergleich zu anderen europäischen Ländern wenige Maßnahmen getroffen, um die Pandemie zu bekämpfen. ",Holland ,Holland ,ohne,ohne ,unexpected,3,Holland verfolgte dabei einen vergleichsweise liberalen Kurs.,gpt-5.2-chat-latest,1.0,2
