Item,Condition,Expectancy,Particle,Context,Start sentence,R-Expression,Particle used,Original particle,unexpected  and unfair,list,generation,model,temperature,seed
2,6,medium,OH,"Eva und Richard sind schon seit mehreren Jahren nicht mehr zusammen. Eva hat inzwischen einen neuen Freund, Paul, und auch Richard ist schon länger wieder in einer Beziehung. ",Heute,heute ,ohne,ohne,unexpected,1,"ist es für beide in Ordnung, sich zu treffen und miteinander zu plaudern, ohne dass alte Gefühle wieder hochkommen.",gpt-3.5-turbo-16k,1.0,0
3,1,high,RA,"Tim liebt seinen neuen Volvo. Jeden Sonntag steht er extra früh auf, um sein Auto noch vor der neuen Arbeitswoche zu waschen. ",Nur Tims Volvo,Tims Volvo,nur,nur,unexpected  and unfair,3,"schafft es, ihn jeden Tag aufs Neue zu begeistern und stolz zu machen.",gpt-3.5-turbo-16k,1.0,0
3,2,high,EW,"Tim liebt seinen neuen Volvo. Jeden Sonntag steht er extra früh auf, um sein Auto noch vor der neuen Arbeitswoche zu waschen. ",Ausgerechnet Tims Volvo,Tims Volvo,ausgerechnet,ausgerechnet,unexpected  and unfair,4,"hat eine besondere Bedeutung für ihn, da er sein erstes Auto ist, das er sich nach langen Jahren des Sparens endlich leisten konnte.",gpt-3.5-turbo-16k,1.0,0
3,3,high,OH,"Tim liebt seinen neuen Volvo. Jeden Sonntag steht er extra früh auf, um sein Auto noch vor der neuen Arbeitswoche zu waschen. ",Tims Volvo,Tims Volvo,ohne,ohne,unexpected  and unfair,5,"ist für ihn nicht einfach nur ein Auto, sondern sein ganzer Stolz und ein treuer Begleiter in allen Lebenslagen.",gpt-3.5-turbo-16k,1.0,0
3,4,medium,RA,"Tim hat einen neuen Volvo gekauft, weil der Kia, den er davor hatte, nicht genug Platz hatte für seine vier Kinder. ",Nur Tims Volvo,Tims Volvo,nur,nur,unexpected  and unfair,6,bietet genug Platz für seine vier Kinder und bietet zudem eine komfortable Fahrt für die ganze Familie.,gpt-3.5-turbo-16k,1.0,0
3,5,medium,EW,"Tim hat einen neuen Volvo gekauft, weil der Kia, den er davor hatte, nicht genug Platz hatte für seine vier Kinder. ",Ausgerechnet Tims Volvo,Tims Volvo,ausgerechnet,ausgerechnet,unexpected  and unfair,1,war geräumig genug für alle seine vier Kinder und bot zudem noch ein komfortables Fahrerlebnis.,gpt-3.5-turbo-16k,1.0,0
3,6,medium,OH,"Tim hat einen neuen Volvo gekauft, weil der Kia, den er davor hatte, nicht genug Platz hatte für seine vier Kinder. ",Tims Volvo ,Tims Volvo,ohne,ohne,unexpected  and unfair,2,"ist geräumig genug, um seine vier Kinder bequem zu transportieren und bietet zudem eine luxuriöse Ausstattung.",gpt-3.5-turbo-16k,1.0,0
4,1,high,RA,Chefarzt Neugebauer arbeitet seit 1980 als Herzchirurg im Krankenhaus von Mannheim. Durch seine jahrelange Erfahrung ist er sehr beliebt unter Kollegen und Patienten. Gestern kam die Ethik-Kommission zur jährlichen Kontrolle vorbei.,Nur Chefarzt Neugebauer,Chefarzt Neugebauer,nur,nur,unexpected,4,"war in der Lage, ihre Fragen zu beantworten und ihre Bedenken zu zerstreuen, da er sich akribisch auf das Treffen vorbereitet hatte und sein fundiertes Fachwissen souverän präsentierte.",gpt-3.5-turbo-16k,1.0,0
4,2,high,EW,Chefarzt Neugebauer arbeitet seit 1980 als Herzchirurg im Krankenhaus von Mannheim. Durch seine jahrelange Erfahrung ist er sehr beliebt unter Kollegen und Patienten. Gestern kam die Ethik-Kommission zur jährlichen Kontrolle vorbei.,Gerade Chefarzt Neugebauer,Chefarzt Neugebauer,gerade,gerade,unexpected,5,"führte die Ethik-Kommission durch die verschiedenen Abteilungen des Krankenhauses und stellte geduldig alle Fragen, die sie hatten.",gpt-3.5-turbo-16k,1.0,0
4,3,high,OH,Chefarzt Neugebauer arbeitet seit 1980 als Herzchirurg im Krankenhaus von Mannheim. Durch seine jahrelange Erfahrung ist er sehr beliebt unter Kollegen und Patienten. Gestern kam die Ethik-Kommission zur jährlichen Kontrolle vorbei.,Chefarzt Neugebauer,Chefarzt Neugebauer,ohne,ohne ,unexpected,6,", der als erfahrener Herzchirurg im Krankenhaus von Mannheim tätig ist, wurde gestern von der Ethik-Kommission zur jährlichen Kontrolle besucht.",gpt-3.5-turbo-16k,1.0,0
4,4,medium,RA,Chefarzt Neugebauer arbeitet seit 1980 als Herzchirurg im Krankenhaus von Mannheim. Gestern kam die Ethik-Kommission zur jährlichen Kontrolle vorbei.,Nur Chefarzt Neugebauer,Chefarzt Neugebauer,nur,nur,unexpected,1,hatte keine Bedenken und konnte alle Fragen der Ethik-Kommission souverän beantworten.,gpt-3.5-turbo-16k,1.0,0
4,5,medium,EW,Chefarzt Neugebauer arbeitet seit 1980 als Herzchirurg im Krankenhaus von Mannheim. Gestern kam die Ethik-Kommission zur jährlichen Kontrolle vorbei.,Gerade Chefarzt Neugebauer,Chefarzt Neugebauer,gerade,gerade,unexpected,2,erläuterte stolz die Erfolgsquote seiner Operationen und präsentierte beeindruckende Zahlen zu den Heilungsraten seiner Patienten.,gpt-3.5-turbo-16k,1.0,0
4,6,medium,OH,Chefarzt Neugebauer arbeitet seit 1980 als Herzchirurg im Krankenhaus von Mannheim. Gestern kam die Ethik-Kommission zur jährlichen Kontrolle vorbei.,Chefarzt Neugebauer,Chefarzt Neugebauer,ohne,ohne ,unexpected,3,"präsentiere stolz die niedrige Mortalitätsrate seiner Operationen und erklärte ausführlich die ethischen Grundsätze, die er in seiner Arbeit verfolgt.",gpt-3.5-turbo-16k,1.0,0
5,1,high,RA,"Vor allem Hartz-IV-Empfänger leiden stark unter der Inflation und den extrem steigenden Nebenkosten. Das Bundesministerium hat angekündigt, der Bevölkerung entgegenkommen zu wollen. Eine der Maßnahmen ist das 9-Euro-Ticket, womit jeder für 9 Euro einen Monat lang durch ganz Deutschland mit dem Zug fahren kann. Die Hartz-IV-Empfänger freuen sich sehr über diese Entscheidung.",Lediglich Harz-IV-Empfänger,Harz-IV-Empfänger,lediglich,lediglich,unexpected,5,"freuen sich über die Einführung des 9-Euro-Tickets, da es ihnen ermöglicht, zu einem vergünstigten Preis durch ganz Deutschland zu reisen.",gpt-3.5-turbo-16k,1.0,0
5,2,high,EW,"Vor allem Hartz-IV-Empfänger leiden stark unter der Inflation und den extrem steigenden Nebenkosten. Das Bundesministerium hat angekündigt, der Bevölkerung entgegenkommen zu wollen. Eine der Maßnahmen ist das 9-Euro-Ticket, womit jeder für 9 Euro einen Monat lang durch ganz Deutschland mit dem Zug fahren kann. Die Hartz-IV-Empfänger freuen sich sehr über diese Entscheidung.",Ausgerechnet Harz-IV-Empfänger,Harz-IV-Empfänger,ausgerechnet,ausgerechnet,unexpected,6,"freuen sich über das 9-Euro-Ticket, da sie sich jetzt günstiger fortbewegen können und dadurch ihre Mobilität erleichtert wird.",gpt-3.5-turbo-16k,1.0,0
5,3,high,OH,"Vor allem Hartz-IV-Empfänger leiden stark unter der Inflation und den extrem steigenden Nebenkosten. Das Bundesministerium hat angekündigt, der Bevölkerung entgegenkommen zu wollen. Eine der Maßnahmen ist das 9-Euro-Ticket, womit jeder für 9 Euro einen Monat lang durch ganz Deutschland mit dem Zug fahren kann. Die Hartz-IV-Empfänger freuen sich sehr über diese Entscheidung.",Harz-IV-Empfänger,Harz-IV-Empfänger,ohne,ohne,unexpected,1,"freuen sich sehr über das 9-Euro-Ticket, da sie dadurch kostengünstig durch ganz Deutschland reisen können und somit ihre Mobilität erhöhen.",gpt-3.5-turbo-16k,1.0,0
5,4,medium,RA,"Das Bundesministerium hat ein 9-Euro-Ticket eingeführt, womit jeder für 9 Euro einen Monat lang mit dem Zug durch ganz Deutschland fahren kann.",Lediglich Harz-IV-Empfänger,Harz-IV-Empfänger,lediglich,lediglich,unexpected,2,"sind von dieser Regelung ausgeschlossen und können das 9-Euro-Ticket nicht nutzen, was zu heftigen Diskussionen und Kritik geführt hat.",gpt-3.5-turbo-16k,1.0,0
5,5,medium,EW,"Das Bundesministerium hat ein 9-Euro-Ticket eingeführt, womit jeder für 9 Euro einen Monat lang mit dem Zug durch ganz Deutschland fahren kann.",Ausgerechnet Harz-IV-Empfänger,Harz-IV-Empfänger,ausgerechnet,ausgerechnet,unexpected,3,"freuen sich über diese neue Regelung, da sie dadurch günstig und unkompliziert reisen können.",gpt-3.5-turbo-16k,1.0,0
5,6,medium,OH,"Das Bundesministerium hat ein 9-Euro-Ticket eingeführt, womit jeder für 9 Euro einen Monat lang mit dem Zug durch ganz Deutschland fahren kann.",Harz-IV-Empfänger,Harz-IV-Empfänger,ohne,ohne,unexpected,4,"können sich über diese neue Regelung freuen, da sie nun günstiger und flexibler reisen können.",gpt-3.5-turbo-16k,1.0,0
6,1,high,RA,"Nadja hat einen guten Job und hat ein gutes Gehalt. Sie kann jeden Monat sparen und zusätzlich feiern gehen. Nächste Woche hat sie einen Termin bei ihrer Bank, um eine Hypothek für ihr Traumhaus anzufragen.  ",Auch Nadja,Nadja,auch,auch,unexpected,6,arbeitet hart und plant ihre finanzielle Zukunft sorgfältig.,gpt-3.5-turbo-16k,1.0,0
6,2,high,EW,"Nadja hat einen guten Job und hat ein gutes Gehalt. Sie kann jeden Monat sparen und zusätzlich feiern gehen. Nächste Woche hat sie einen Termin bei ihrer Bank, um eine Hypothek für ihr Traumhaus anzufragen.  ",Ausgerechnet Nadja,Nadja,ausgerechnet,ausgerechnet,unexpected,1,", die so gut auf ihre Finanzen achtet und immer vorausschauend handelt, kann sich sicher sein, dass sie gut vorbereitet in das Gespräch mit ihrer Bank geht.",gpt-3.5-turbo-16k,1.0,0
6,3,high,OH,"Nadja hat einen guten Job und hat ein gutes Gehalt. Sie kann jeden Monat sparen und zusätzlich feiern gehen. Nächste Woche hat sie einen Termin bei ihrer Bank, um eine Hypothek für ihr Traumhaus anzufragen.  ",Nadja,Nadja,ohne,ohne ,unexpected,2,"ist optimistisch, dass sie die Hypothek genehmigt bekommt und somit ihrem Traum vom eigenen Haus ein Stück näherkommt.",gpt-3.5-turbo-16k,1.0,0
6,4,medium,RA,"Nadja hat einen stabilen Job. Ihre Rechnungen werden zeitnah beglichen und insofern kann sie sich nicht beschweren. Nächste Woche hat sie einen Termin bei ihrer Bank, um eine Hypothek für ihr Traumhaus anzufragen.",Auch Nadja,Nadja,auch,auch,unexpected,3,"ist sich bewusst, dass der Prozess der Kreditgenehmigung möglicherweise einige Zeit in Anspruch nehmen könnte.",gpt-3.5-turbo-16k,1.0,0
6,5,medium,EW,"Nadja hat einen stabilen Job. Ihre Rechnungen werden zeitnah beglichen und insofern kann sie sich nicht beschweren. Nächste Woche hat sie einen Termin bei ihrer Bank, um eine Hypothek für ihr Traumhaus anzufragen.  ",Ausgerechnet Nadja,Nadja,ausgerechnet,ausgerechnet,unexpected,4,", die bislang immer finanziell solide gewirtschaftet hat und nun den nächsten Schritt in Richtung Eigenheim macht.",gpt-3.5-turbo-16k,1.0,0
6,6,medium,OH,"Nadja hat einen stabilen Job. Ihre Rechnungen werden zeitnah beglichen und insofern kann sie sich nicht beschweren. Nächste Woche hat sie einen Termin bei ihrer Bank, um eine Hypothek für ihr Traumhaus anzufragen.  ",Nadja,Nadja,ohne,ohne ,unexpected,5,"freut sich schon sehr auf diesen Termin und hofft, dass sie die Finanzierung für ihr Traumhaus genehmigt bekommt.",gpt-3.5-turbo-16k,1.0,0
7,1,high,RA,Erhard wird heute viel zu spät bei der Arbeit erscheinen. Er hat verschlafen und keine Zeit gehabt zu frühstücken. Außerdem regnet es draußen. Erhard rennt schnell zu seinem Auto.,Sogar heute,heute ,sogar,sogar,unexpected and unfair,1,"muss er daran denken, dass er seinen Regenschirm im Auto vergessen hat.",gpt-3.5-turbo-16k,1.0,0
7,2,high,EW,Erhard wird heute viel zu spät bei der Arbeit erscheinen. Er hat verschlafen und keine Zeit gehabt zu frühstücken. Außerdem regnet es draußen. Erhard rennt schnell zu seinem Auto.,Eben heute,heute ,eben,eben,unexpected  and unfair,2,kann Erhard einfach kein Glück haben.,gpt-3.5-turbo-16k,1.0,0
7,3,high,OH,Erhard wird heute viel zu spät bei der Arbeit erscheinen. Er hat verschlafen und keine Zeit gehabt zu frühstücken. Außerdem regnet es draußen. Erhard rennt schnell zu seinem Auto.,Heute,heute ,ohne,ohne,unexpected and unfair,3,ist wirklich ein chaotischer Morgen für Erhard.,gpt-3.5-turbo-16k,1.0,0
7,4,medium,RA,"Erhard hat gerade ein Bauernfrühstück verzehrt und schaut, bevor er zur Arbeit fährt, noch kurz die Tagesschau. Dann wird er seine Jacke anziehen und zum Auto laufen.",Sogar heute,heute ,sogar,sogar,unexpected,4,fühlt er sich noch satt von dem herzhaften Bauernfrühstück.,gpt-3.5-turbo-16k,1.0,0
7,5,medium,EW,"Erhard hat gerade ein Bauernfrühstück verzehrt und schaut, bevor er zur Arbeit fährt, noch kurz die Tagesschau. Dann wird er seine Jacke anziehen und zum Auto laufen.",Eben heute,heute ,eben,eben,unexpected,5,hat Erhard keine Zeit für sein übliches Frühstücksmüsli gehabt.,gpt-3.5-turbo-16k,1.0,0
7,6,medium,OH,"Erhard hat gerade ein Bauernfrühstück verzehrt und schaut, bevor er zur Arbeit fährt, noch kurz die Tagesschau. Dann wird er seine Jacke anziehen und zum Auto laufen.",Heute,heute ,ohne,ohne,unexpected,6,"ist ein kühler Herbsttag, und Erhard genießt es, sich in seine warme Jacke zu hüllen, bevor er zum Auto geht.",gpt-3.5-turbo-16k,1.0,0
8,1,high,RA,Moritz ist gelernter Waffenmechaniker und Sportschütze. Er hat einen absolut sicheren Umgang mit Waffen. Heute wird bei der Arbeit eine Schießübung gemacht.,Auch Moritz,Moritz,auch ,auch,unexpected,2,zeigt bei der Schießübung eine beeindruckende Präzision und ein ruhiges Händchen.,gpt-3.5-turbo-16k,1.0,0
8,2,high,EW,Moritz ist gelernter Waffenmechaniker und Sportschütze. Er hat einen absolut sicheren Umgang mit Waffen. Heute wird bei der Arbeit eine Schießübung gemacht.,Ausgerechnet Moritz,Moritz,ausgerechnet,ausgerechnet,unexpected,3,"zeigt eine herausragende Präzision und Zielgenauigkeit bei jedem Schuss, was seine Kollegen beeindruckt und staunen lässt.",gpt-3.5-turbo-16k,1.0,0
8,3,high,OH,Moritz ist gelernter Waffenmechaniker und Sportschütze. Er hat einen absolut sicheren Umgang mit Waffen. Heute wird bei der Arbeit eine Schießübung gemacht.,Moritz ,Moritz,ohne,ohne ,unexpected,4,"zeigt seinen Kollegen, wie man eine Waffe richtig handhabt und sorgt für die Einhaltung aller Sicherheitsvorkehrungen bei der Schießübung.",gpt-3.5-turbo-16k,1.0,0
8,4,medium,RA,Moritz arbeitet schon längere Zeit bei der Polizei und übt gelegentlich mit Waffen. Heute wird bei der Arbeit eine Schießübung gemacht. ,Auch Moritz,Moritz,auch ,auch,unexpected,5,zeigt bei der Schießübung seine hohe Treffsicherheit und beeindruckt seine Kollegen mit seinem professionellen Umgang mit der Waffe.,gpt-3.5-turbo-16k,1.0,0
8,5,medium,EW,Moritz arbeitet schon längere Zeit bei der Polizei und übt gelegentlich mit Waffen. Heute wird bei der Arbeit eine Schießübung gemacht. ,Ausgerechnet Moritz,Moritz,ausgerechnet,ausgerechnet,unexpected,6,"trifft mit jedem Schuss ins Schwarze, und zeigt damit, dass er ein außergewöhnliches Talent im Umgang mit Waffen hat.",gpt-3.5-turbo-16k,1.0,0
8,6,medium,OH,Moritz arbeitet schon längere Zeit bei der Polizei und übt gelegentlich mit Waffen. Heute wird bei der Arbeit eine Schießübung gemacht. ,Moritz ,Moritz,ohne,ohne ,unexpected,1,fühlt sich gut vorbereitet und konzentriert sich auf seine Zielgenauigkeit.,gpt-3.5-turbo-16k,1.0,0
9,1,high,RA,"Anna fliegt an Weihnachten nach Kuba. Sie hat bereits alles für den Urlaub erledigt und freut sich, dem Winter entfliehen zu können. ",Sogar einen Tag vor dem Abflug,einen Tag vor dem Abflug,sogar,sogar,unfair,3,", kann sie es kaum erwarten, endlich die warmen Sonnenstrahlen auf ihrer Haut zu spüren und das türkisblaue Meer zu sehen.",gpt-3.5-turbo-16k,1.0,0
9,2,high,EW,"Anna fliegt an Weihnachten nach Kuba. Sie hat bereits alles für den Urlaub erledigt und freut sich, dem Winter entfliehen zu können. ",Ausgerechnet einen Tag vor dem Abflug,einen Tag vor dem Abflug,ausgerechnet,ausgerechnet,unfair,4,"fällt ihr ein, dass sie ihre Reisepass noch im Schrank liegen hat. Nun muss sie noch schnell zum Flughafen fahren, um ihn zu holen.",gpt-3.5-turbo-16k,1.0,0
9,3,high,OH,"Anna fliegt an Weihnachten nach Kuba. Sie hat bereits alles für den Urlaub erledigt und freut sich, dem Winter entfliehen zu können. ",Einen Tag vor dem Abflug,einen Tag vor dem Abflug,ohne,ohne ,unfair,5,"packt Anna ihre Koffer und überprüft noch einmal, ob sie alles Notwendige eingepackt hat.",gpt-3.5-turbo-16k,1.0,0
9,4,medium,RA,Anna fliegt an Weihnachten nach Kuba. Ihr Flug ist am Morgen für 6:15 Uhr angesagt. ,Sogar einen Tag vor dem Abflug,einen Tag vor dem Abflug,sogar,sogar,unexpected,6,"hat Anna bereits angefangen, ihre Koffer zu packen und sicherzustellen, dass sie alles Notwendige für ihre Reise nach Kuba dabei hat.",gpt-3.5-turbo-16k,1.0,0
9,5,medium,EW,Anna fliegt an Weihnachten nach Kuba. Ihr Flug ist am Morgen für 6:15 Uhr angesagt. ,Ausgerechnet einen Tag vor dem Abflug,einen Tag vor dem Abflug,ausgerechnet,ausgerechnet,unexpected,1,", erhält Anna eine E-Mail von der Fluggesellschaft mit der Ankündigung, dass ihr Flug aufgrund von technischen Problemen leider gestrichen wurde.",gpt-3.5-turbo-16k,1.0,0
9,6,medium,OH,Anna fliegt an Weihnachten nach Kuba. Ihr Flug ist am Morgen für 6:15 Uhr angesagt. ,Einen Tag vor dem Abflug,einen Tag vor dem Abflug,ohne,ohne ,unexpected,2,packt Anna ihre Koffer sorgfältig und checkt online für den Flug nach Kuba ein.,gpt-3.5-turbo-16k,1.0,0
10,1,high,RA,"Nina arbeitet schon 20 Jahre in der gleichen Firma. Sie liefert täglich eine Topleistung ab. Die Firma hat angekündigt, einige Mitarbeiter entlassen zu müssen.",Auch Nina,Nina ,auch,auch,unexpected and unfair,4,"Auch Nina ist von der drohenden Entlassung betroffen, obwohl sie seit 20 Jahren täglich eine Topleistung abgeliefert hat.",gpt-3.5-turbo-16k,1.0,0
10,2,high,EW,"Nina arbeitet schon 20 Jahre in der gleichen Firma. Sie liefert täglich eine Topleistung ab. Die Firma hat angekündigt, einige Mitarbeiter entlassen zu müssen.",Ausgerechnet Nina,Nina ,ausgerechnet,ausgerechnet,unexpected and unfair,5,"soll auch von den Entlassungen betroffen sein, obwohl sie seit 20 Jahren kontinuierlich eine Topleistung abliefert.",gpt-3.5-turbo-16k,1.0,0
10,3,high,OH,"Nina arbeitet schon 20 Jahre in der gleichen Firma. Sie liefert täglich eine Topleistung ab. Die Firma hat angekündigt, einige Mitarbeiter entlassen zu müssen.",Nina,Nina ,ohne,ohne,unexpected and unfair,6,"macht sich große Sorgen, ob sie von den Entlassungen betroffen sein könnte, obwohl sie schon so lange für die Firma arbeitet und immer gute Leistungen erbracht hat.",gpt-3.5-turbo-16k,1.0,0
10,4,medium,RA,"Nina arbeitet zusammen mit 30 anderen Kundenservicemitarbeitern für eine große Telefonie-Firma. Die Firma hat angekündigt, einige Mitarbeiter entlassen zu müssen. ",Auch Nina,Nina ,auch,auch,unexpected and unfair,1,muss sich daher auf mögliche Veränderungen in ihrer beruflichen Situation vorbereiten und sich gegebenenfalls nach neuen Jobmöglichkeiten umsehen.,gpt-3.5-turbo-16k,1.0,0
10,5,medium,EW,"Nina arbeitet zusammen mit 30 anderen Kundenservicemitarbeitern für eine große Telefonie-Firma. Die Firma hat angekündigt, einige Mitarbeiter entlassen zu müssen. ",Ausgerechnet Nina,Nina ,ausgerechnet,ausgerechnet,unexpected and unfair,2,"wurde als eine der Mitarbeiter ausgewählt, die entlassen werden sollen.",gpt-3.5-turbo-16k,1.0,0
10,6,medium,OH,"Nina arbeitet zusammen mit 30 anderen Kundenservicemitarbeitern für eine große Telefonie-Firma. Die Firma hat angekündigt, einige Mitarbeiter entlassen zu müssen. ",Nina,Nina ,ohne,ohne,unexpected and unfair,3,macht sich Sorgen um ihren Arbeitsplatz und die Zukunft ihrer Kollegen.,gpt-3.5-turbo-16k,1.0,0
11,1,high,RA,Julia fährt jeden Morgen mit dem Fahrrad zur Arbeit. Am Dienstag hatte sie eine wichtige Besprechung mit einer potenziellen neuen Kundin.,Erst dann,dann,erst,erst,unexpected,5,"fiel ihr auf, dass sie ihre Präsentationsunterlagen zu Hause liegen gelassen hatte.",gpt-3.5-turbo-16k,1.0,0
11,2,high,EW,Julia fährt jeden Morgen mit dem Fahrrad zur Arbeit. Am Dienstag hatte sie eine wichtige Besprechung mit einer potenziellen neuen Kundin.,Gerade dann,dann,gerade,gerade,unexpected,6,", als sie losfahren wollte, bemerkte Julia, dass ihr Vorderreifen platt war.",gpt-3.5-turbo-16k,1.0,0
11,3,high,OH,Julia fährt jeden Morgen mit dem Fahrrad zur Arbeit. Am Dienstag hatte sie eine wichtige Besprechung mit einer potenziellen neuen Kundin.,Dann,dann,ohne,ohne ,unexpected,1,"entschied Julia sich, besonders früh aufzustehen, um nochmals ihre Präsentation zu überarbeiten und sich optimal vorzubereiten.",gpt-3.5-turbo-16k,1.0,0
11,4,medium,RA,Julia fährt jeden Morgen mit dem Fahrrad zur Arbeit. Am Dienstag hatte sie eine Besprechung mit einer Kollegin. ,Erst dann,dann,erst,erst,unexpected,2,"realisierte sie, dass sie ihre Präsentation vergessen hatte und schnell zurück nach Hause radeln musste, um sie zu holen.",gpt-3.5-turbo-16k,1.0,0
11,5,medium,EW,Julia fährt jeden Morgen mit dem Fahrrad zur Arbeit. Am Dienstag hatte sie eine Besprechung mit einer Kollegin. ,Gerade dann,dann,gerade,gerade,unexpected,3,...kam ihr Kollege in das Büro und unterbrach die Besprechung.,gpt-3.5-turbo-16k,1.0,0
11,6,medium,OH,Julia fährt jeden Morgen mit dem Fahrrad zur Arbeit. Am Dienstag hatte sie eine Besprechung mit einer Kollegin. ,Dann,dann,ohne,ohne ,unexpected,4,"entschied sich Julia, nach der Arbeit noch einen kleinen Umweg zu machen und an einem nahegelegenen See vorbeizufahren, um den Sonnenuntergang zu genießen.",gpt-3.5-turbo-16k,1.0,0
